End_Week,State,Deaths,Pneumonia_Deaths,Pneumonia_COVID_Deaths
2/1/2020,Alabama,0,56,0
2/8/2020,Alabama,0,61,0
2/15/2020,Alabama,0,76,0
2/22/2020,Alabama,0,68,0
2/29/2020,Alabama,0,63,0
3/7/2020,Alabama,0,58,0
3/14/2020,Alabama,0,61,0
3/21/2020,Alabama,,71,
3/28/2020,Alabama,23,68,
4/4/2020,Alabama,49,65,11
4/11/2020,Alabama,81,86,27
4/18/2020,Alabama,89,94,26
4/25/2020,Alabama,83,77,19
5/2/2020,Alabama,81,87,26
5/9/2020,Alabama,115,94,34
5/16/2020,Alabama,93,88,29
5/23/2020,Alabama,79,82,23
5/30/2020,Alabama,103,95,30
6/6/2020,Alabama,88,87,32
6/13/2020,Alabama,81,74,29
6/20/2020,Alabama,88,78,25
6/27/2020,Alabama,101,82,30
7/4/2020,Alabama,120,92,47
7/11/2020,Alabama,133,94,36
7/18/2020,Alabama,186,100,45
7/25/2020,Alabama,245,133,87
8/1/2020,Alabama,260,156,94
8/8/2020,Alabama,253,131,85
8/15/2020,Alabama,218,135,80
8/22/2020,Alabama,197,111,59
8/29/2020,Alabama,169,120,67
9/5/2020,Alabama,128,97,50
9/12/2020,Alabama,106,88,39
9/19/2020,Alabama,83,59,30
9/26/2020,Alabama,17,11,
2/1/2020,Alaska,0,0,0
2/8/2020,Alaska,0,,0
2/15/2020,Alaska,0,0,0
2/22/2020,Alaska,0,,0
2/29/2020,Alaska,0,,0
3/7/2020,Alaska,0,,0
3/14/2020,Alaska,0,,0
3/21/2020,Alaska,0,,0
3/28/2020,Alaska,,10,
4/4/2020,Alaska,,,
4/11/2020,Alaska,,,
4/18/2020,Alaska,,,0
4/25/2020,Alaska,0,,0
5/2/2020,Alaska,0,,0
5/9/2020,Alaska,,,0
5/16/2020,Alaska,0,,0
5/23/2020,Alaska,0,,0
5/30/2020,Alaska,0,,0
6/6/2020,Alaska,0,,0
6/13/2020,Alaska,,,
6/20/2020,Alaska,0,,0
6/27/2020,Alaska,0,,0
7/4/2020,Alaska,,,0
7/11/2020,Alaska,,,
7/18/2020,Alaska,,,
7/25/2020,Alaska,,,
8/1/2020,Alaska,,,
8/8/2020,Alaska,,,
8/15/2020,Alaska,,,
8/22/2020,Alaska,,,
8/29/2020,Alaska,,,
9/5/2020,Alaska,,,
9/12/2020,Alaska,,,
9/19/2020,Alaska,0,,0
9/26/2020,Alaska,0,0,0
2/1/2020,Arizona,0,74,0
2/8/2020,Arizona,0,79,0
2/15/2020,Arizona,0,92,0
2/22/2020,Arizona,0,80,0
2/29/2020,Arizona,0,80,0
3/7/2020,Arizona,0,77,0
3/14/2020,Arizona,0,82,0
3/21/2020,Arizona,,103,
3/28/2020,Arizona,31,117,19
4/4/2020,Arizona,58,124,32
4/11/2020,Arizona,91,149,52
4/18/2020,Arizona,96,117,43
4/25/2020,Arizona,106,120,42
5/2/2020,Arizona,104,124,47
5/9/2020,Arizona,127,138,71
5/16/2020,Arizona,118,128,69
5/23/2020,Arizona,96,116,52
5/30/2020,Arizona,113,120,50
6/6/2020,Arizona,132,137,72
6/13/2020,Arizona,171,158,99
6/20/2020,Arizona,205,169,108
6/27/2020,Arizona,254,200,137
7/4/2020,Arizona,374,273,207
7/11/2020,Arizona,490,408,306
7/18/2020,Arizona,539,410,338
7/25/2020,Arizona,469,344,282
8/1/2020,Arizona,383,287,222
8/8/2020,Arizona,299,227,178
8/15/2020,Arizona,245,203,143
8/22/2020,Arizona,167,141,89
8/29/2020,Arizona,124,124,70
9/5/2020,Arizona,87,117,56
9/12/2020,Arizona,56,83,34
9/19/2020,Arizona,42,60,21
9/26/2020,Arizona,,17,
2/1/2020,Arkansas,0,56,0
2/8/2020,Arkansas,0,50,0
2/15/2020,Arkansas,0,38,0
2/22/2020,Arkansas,0,53,0
2/29/2020,Arkansas,0,32,0
3/7/2020,Arkansas,0,42,0
3/14/2020,Arkansas,0,37,0
3/21/2020,Arkansas,0,54,0
3/28/2020,Arkansas,,41,
4/4/2020,Arkansas,11,52,
4/11/2020,Arkansas,14,59,
4/18/2020,Arkansas,12,49,
4/25/2020,Arkansas,14,46,
5/2/2020,Arkansas,22,40,
5/9/2020,Arkansas,24,45,
5/16/2020,Arkansas,,34,
5/23/2020,Arkansas,20,43,
5/30/2020,Arkansas,19,37,12
6/6/2020,Arkansas,26,40,12
6/13/2020,Arkansas,34,50,17
6/20/2020,Arkansas,45,46,16
6/27/2020,Arkansas,46,54,21
7/4/2020,Arkansas,39,45,16
7/11/2020,Arkansas,47,53,23
7/18/2020,Arkansas,56,58,25
7/25/2020,Arkansas,73,72,35
8/1/2020,Arkansas,83,81,42
8/8/2020,Arkansas,89,79,41
8/15/2020,Arkansas,87,77,32
8/22/2020,Arkansas,89,85,43
8/29/2020,Arkansas,93,80,41
9/5/2020,Arkansas,74,64,34
9/12/2020,Arkansas,88,74,43
9/19/2020,Arkansas,46,46,20
9/26/2020,Arkansas,,20,
2/1/2020,California,0,427,0
2/8/2020,California,,449,0
2/15/2020,California,0,427,0
2/22/2020,California,,462,0
2/29/2020,California,0,433,0
3/7/2020,California,,481,0
3/14/2020,California,,426,
3/21/2020,California,44,480,19
3/28/2020,California,131,580,70
4/4/2020,California,289,630,158
4/11/2020,California,381,644,222
4/18/2020,California,534,739,325
4/25/2020,California,526,677,294
5/2/2020,California,542,625,293
5/9/2020,California,550,623,297
5/16/2020,California,499,572,270
5/23/2020,California,485,559,268
5/30/2020,California,461,572,261
6/6/2020,California,444,530,251
6/13/2020,California,442,531,241
6/20/2020,California,453,505,225
6/27/2020,California,490,555,262
7/4/2020,California,626,605,343
7/11/2020,California,724,714,391
7/18/2020,California,871,750,471
7/25/2020,California,988,862,557
8/1/2020,California,991,869,567
8/8/2020,California,975,843,571
8/15/2020,California,855,796,498
8/22/2020,California,809,711,461
8/29/2020,California,702,646,391
9/5/2020,California,548,583,320
9/12/2020,California,385,485,222
9/19/2020,California,205,287,130
9/26/2020,California,22,82,14
2/1/2020,Colorado,0,46,0
2/8/2020,Colorado,0,50,0
2/15/2020,Colorado,0,49,0
2/22/2020,Colorado,0,45,0
2/29/2020,Colorado,0,57,0
3/7/2020,Colorado,0,51,0
3/14/2020,Colorado,,37,0
3/21/2020,Colorado,16,70,
3/28/2020,Colorado,46,91,27
4/4/2020,Colorado,130,158,86
4/11/2020,Colorado,214,190,123
4/18/2020,Colorado,217,161,118
4/25/2020,Colorado,223,162,111
5/2/2020,Colorado,187,138,89
5/9/2020,Colorado,139,109,65
5/16/2020,Colorado,97,88,45
5/23/2020,Colorado,93,64,28
5/30/2020,Colorado,75,66,39
6/6/2020,Colorado,63,57,32
6/13/2020,Colorado,59,62,34
6/20/2020,Colorado,38,59,19
6/27/2020,Colorado,22,44,
7/4/2020,Colorado,25,41,14
7/11/2020,Colorado,29,40,11
7/18/2020,Colorado,43,56,22
7/25/2020,Colorado,32,57,23
8/1/2020,Colorado,35,51,18
8/8/2020,Colorado,37,49,19
8/15/2020,Colorado,28,41,18
8/22/2020,Colorado,18,37,11
8/29/2020,Colorado,28,38,
9/5/2020,Colorado,20,23,
9/12/2020,Colorado,29,48,11
9/19/2020,Colorado,13,22,
9/26/2020,Colorado,,14,
2/1/2020,Connecticut,0,41,0
2/8/2020,Connecticut,0,38,0
2/15/2020,Connecticut,0,34,0
2/22/2020,Connecticut,0,35,0
2/29/2020,Connecticut,0,59,0
3/7/2020,Connecticut,0,39,0
3/14/2020,Connecticut,0,36,0
3/21/2020,Connecticut,11,44,
3/28/2020,Connecticut,48,49,13
4/4/2020,Connecticut,202,89,32
4/11/2020,Connecticut,508,162,118
4/18/2020,Connecticut,673,163,128
4/25/2020,Connecticut,670,186,147
5/2/2020,Connecticut,567,169,130
5/9/2020,Connecticut,463,153,118
5/16/2020,Connecticut,381,113,87
5/23/2020,Connecticut,283,90,58
5/30/2020,Connecticut,206,68,44
6/6/2020,Connecticut,116,49,19
6/13/2020,Connecticut,86,33,17
6/20/2020,Connecticut,44,30,
6/27/2020,Connecticut,43,38,15
7/4/2020,Connecticut,22,23,
7/11/2020,Connecticut,23,28,
7/18/2020,Connecticut,17,25,
7/25/2020,Connecticut,15,16,
8/1/2020,Connecticut,10,19,
8/8/2020,Connecticut,,20,0
8/15/2020,Connecticut,,19,
8/22/2020,Connecticut,,10,0
8/29/2020,Connecticut,,16,
9/5/2020,Connecticut,,,0
9/12/2020,Connecticut,0,0,0
9/19/2020,Connecticut,,0,0
9/26/2020,Connecticut,0,0,0
2/1/2020,Delaware,0,14,0
2/8/2020,Delaware,0,,0
2/15/2020,Delaware,0,,0
2/22/2020,Delaware,0,13,0
2/29/2020,Delaware,0,,0
3/7/2020,Delaware,0,13,0
3/14/2020,Delaware,0,,0
3/21/2020,Delaware,0,16,0
3/28/2020,Delaware,,12,
4/4/2020,Delaware,,19,
4/11/2020,Delaware,24,21,11
4/18/2020,Delaware,40,27,17
4/25/2020,Delaware,64,38,27
5/2/2020,Delaware,74,37,29
5/9/2020,Delaware,64,34,27
5/16/2020,Delaware,75,26,19
5/23/2020,Delaware,49,24,17
5/30/2020,Delaware,49,26,16
6/6/2020,Delaware,23,15,
6/13/2020,Delaware,20,12,
6/20/2020,Delaware,,,
6/27/2020,Delaware,,12,
7/4/2020,Delaware,,15,
7/11/2020,Delaware,,10,
7/18/2020,Delaware,,11,
7/25/2020,Delaware,,,
8/1/2020,Delaware,,,
8/8/2020,Delaware,,12,
8/15/2020,Delaware,,,
8/22/2020,Delaware,,,
8/29/2020,Delaware,,,0
9/5/2020,Delaware,,,
9/12/2020,Delaware,,,
9/19/2020,Delaware,0,,0
9/26/2020,Delaware,0,0,0
2/1/2020,District of Columbia,0,11,0
2/8/2020,District of Columbia,0,10,0
2/15/2020,District of Columbia,0,12,0
2/22/2020,District of Columbia,0,,0
2/29/2020,District of Columbia,0,,0
3/7/2020,District of Columbia,0,13,0
3/14/2020,District of Columbia,0,,0
3/21/2020,District of Columbia,,10,
3/28/2020,District of Columbia,,20,
4/4/2020,District of Columbia,25,37,25
4/11/2020,District of Columbia,37,49,37
4/18/2020,District of Columbia,59,68,57
4/25/2020,District of Columbia,90,99,90
5/2/2020,District of Columbia,75,81,75
5/9/2020,District of Columbia,86,93,86
5/16/2020,District of Columbia,71,80,71
5/23/2020,District of Columbia,49,51,46
5/30/2020,District of Columbia,42,47,41
6/6/2020,District of Columbia,38,40,36
6/13/2020,District of Columbia,30,35,30
6/20/2020,District of Columbia,28,33,21
6/27/2020,District of Columbia,19,26,18
7/4/2020,District of Columbia,16,18,13
7/11/2020,District of Columbia,,,
7/18/2020,District of Columbia,13,14,
7/25/2020,District of Columbia,,11,
8/1/2020,District of Columbia,10,,
8/8/2020,District of Columbia,,12,
8/15/2020,District of Columbia,,12,
8/22/2020,District of Columbia,11,15,10
